47251228310|08770329086|Have His Carcase|34835|COMPLETED|2021-08-06T10:02:52.600398|
08434082441|82234738643|The Soldier's Art|42329|ACTIVE|2021-08-06T10:02:52.600477|
10097406161|64107310731|Sleep the Brave|46712|COMPLETED|2021-08-06T10:02:52.600559|
85256851704|38519084562|O Pioneers!|34706|ACTIVE|2021-08-06T10:02:52.600630|
89352327384|78052660876|Mother Night|2977|COMPLETED|2021-08-06T10:02:52.600711|
12104207220|51097729610|Precious Bane|1372|ACTIVE|2021-08-06T10:02:52.600782|
69711406467|22644961656|As I Lay Dying|45852|COMPLETED|2021-08-06T10:02:52.600883|
24139053349|18830451658|Postern of Fate|34672|ACTIVE|2021-08-06T10:02:52.600961|
24482719830|12582210699|The Stars' Tennis Balls|10954|COMPLETED|2021-08-06T10:02:52.601036|
66146561549|66014734632|For a Breath I Tarry|35866|ACTIVE|2021-08-06T10:02:52.601109|
33869302041|38613852430|The Mirror Crack'd from Side to Side|36507|COMPLETED|2021-08-06T10:02:52.601177|
77633168500|07924781734|Consider the Lilies|38318|ACTIVE|2021-08-06T10:02:52.601243|
18736168416|61704443470|Everything is Illuminated|12066|COMPLETED|2021-08-06T10:02:52.601308|
22941018963|03508688603|Rosemary Sutcliff|28326|ACTIVE|2021-08-06T10:02:52.601372|
08116400354|82978424975|It's a Battlefield|42414|COMPLETED|2021-08-06T10:02:52.601445|
71763881259|16775954232|The Wind's Twelve Quarters|3158|ACTIVE|2021-08-06T10:02:52.601528|
60597567043|26144309481|The Doors of Perception|48662|COMPLETED|2021-08-06T10:02:52.601591|
83023000439|84272783087|From Here to Eternity|8383|ACTIVE|2021-08-06T10:02:52.601657|
88119768567|55079328343|Consider the Lilies|46033|COMPLETED|2021-08-06T10:02:52.601830|
11872205351|30844165677|The Wings of the Dove|12251|ACTIVE|2021-08-06T10:02:52.601901|
26427475033|64411078091|The Parliament of Man|19851|COMPLETED|2021-08-06T10:02:52.601972|
76248078157|05434175217|The Monkey's Raincoat|43072|ACTIVE|2021-08-06T10:02:52.602033|
67625307500|81781848997|Mr Standfast|16132|COMPLETED|2021-08-06T10:02:52.602091|
